1	662	667	406	429
2	353	425	182	380
3	135	349	149	362
4	163	308	200	280
5	171	351	210	305
6	170	372	217	286
7	167	400	172	248
8	185	319	232	300
9	188	329	230	296
10	198	355	275	364
11	230	350	290	364
12	200	290	260	310
13	250	280	340	380
14	210	370	280	380
15	260	320	260	370
16	250	310	310	390
17	230	290	330	380
18	400	440	280	370
19	230	340	250	340
20	350	410	340	440
21	350	430	340	420
22	240	330	400	440
23	390	440	330	410
24	420	480	310	380
25	400	470	320	400
26	370	450	320	430
27	350	430	280	340
28	320	440	290	400
29	330	440	330	390
30	240	360	300	380
31	370	460	310	380
32	370	440	280	370
33	320	440	320	410
34	370	440	300	380
35	320	440	350	430
36	430	500	320	420
37	410	480	350	420
38	390	480	360	430
39	360	440	362	430
40	330	410	380	440
41	420	530	370	440
42	390	480	370	420
43	350	440	380	450
44	380	460	340	390
45	410	470	360	450
46	370	460	390	440
47	330	430	380	440
48	390	470	300	370
49	350	450	300	420
50	370	480	360	430
51	460	530	360	440
52	370	460	370	450
53	350	440	380	450
54	130	150	360	440
55	430	520	370	430
56	410	490	400	490
57	430	510	390	450
58	330	420	400	470
59	420	510	310	430
60	410	510	400	480
61	420	520	440	510
62	390	460	330	440
63	360	470	410	490
64	390	480	380	470
65	380	490	370	460
66	390	490	400	480
67	390	490	310	440
68	390	490	250	440
69	360	460	320	450
70	410	490	390	480
71	390	530	430	500
72	420	510	380	470
73	400	500	420	500
74	420	510	213	440
75	380	480	360	480
76	420	520	330	450
77	410	500	326	450
78	410	500	400	500
79	440	550	440	540
80	440	550	360	470
81	470	530	340	490
82	420	520	360	450
83	380	490	321	460
84	430	500	290	489
85	450	520	320	480
86	480	570	387	527
87	460	520	260	490
88	450	520	410	510
89	410	520	480	570
90	430	500	480	553
