0.001	0.336761	0.285611	-0.031063
0.002	0.331646	0.280496	-0.010599
0.003	0.336761	0.280496	-0.015715
0.004	0.346991	0.280496	-0.031063
0.005	0.336761	0.285611	-0.020831
0.006	0.336761	0.285611	-0.025947
0.007	0.341876	0.280496	-0.031063
0.008	0.326531	0.285611	-0.025947
0.009	0.331646	0.285611	-0.025947
0.01	0.331646	0.275381	-0.025947
0.011	0.341876	0.285611	-0.015715
0.012	0.336761	0.275381	-0.031063
0.013	0.346991	0.270266	-0.020831
0.014	0.336761	0.290726	-0.025947
0.015	0.341876	0.275381	-0.025947
0.016	0.341876	0.275381	-0.031063
0.017	0.341876	0.285611	-0.025947
0.018	0.336761	0.270266	-0.025947
0.019	0.341876	0.280496	-0.025947
0.02	0.352106	0.280496	-0.025947
0.021	0.341876	0.280496	-0.025947
0.022	0.341876	0.275381	-0.025947
0.023	0.341876	0.285611	-0.025947
0.024	0.331646	0.280496	-0.025947
0.025	0.336761	0.290726	-0.031063
0.026	0.341876	0.280496	-0.020831
0.027	0.352106	0.285611	-0.020831
0.028	0.346991	0.275381	-0.015715
0.029	0.346991	0.275381	-0.020831
0.03	0.346991	0.275381	-0.031063
0.031	0.341876	0.275381	-0.020831
0.032	0.336761	0.280496	-0.025947
0.033	0.352106	0.275381	-0.031063
0.034	0.346991	0.285611	-0.020831
0.035	0.336761	0.280496	-0.025947
0.036	0.352106	0.280496	-0.020831
0.037	0.352106	0.275381	-0.020831
0.038	0.336761	0.280496	-0.020831
0.039	0.362337	0.280496	-0.031063
0.04	0.336761	0.280496	-0.020831
0.041	0.346991	0.275381	-0.020831
0.042	0.346991	0.290726	-0.020831
0.043	0.357221	0.280496	-0.025947
0.044	0.346991	0.275381	-0.025947
0.045	0.346991	0.290726	-0.025947
0.046	0.352106	0.275381	-0.025947
0.047	0.352106	0.275381	-0.025947
0.048	0.352106	0.280496	-0.031063
0.049	0.341876	0.285611	-0.020831
0.05	0.352106	0.285611	-0.025947
0.051	0.346991	0.285611	-0.025947
0.052	0.357221	0.280496	-0.020831
0.053	0.357221	0.280496	-0.010599
0.054	0.346991	0.275381	-0.025947
0.055	0.352106	0.280496	-0.020831
0.056	0.352106	0.275381	-0.025947
0.057	0.357221	0.275381	-0.025947
0.058	0.357221	0.280496	4.931584
0.059	0.352106	0.275381	4.926468
0.06	0.362337	0.280496	4.926468
0.061	0.372567	0.275381	4.9367
0.062	0.367452	0.285611	4.931584
0.063	0.352106	0.285611	4.931584
0.064	0.362337	0.280496	4.9367
0.065	0.367452	0.280496	4.926468
0.066	0.362337	0.280496	4.941816
0.067	0.372567	0.280496	4.9367
0.068	0.362337	0.280496	4.931584
0.069	0.362337	0.280496	4.926468
0.07	0.367452	0.275381	4.9367
0.071	0.346991	0.280496	4.9367
0.072	0.362337	0.270266	4.931584
0.073	0.367452	0.280496	4.9367
0.074	0.362337	0.280496	4.931584
0.075	0.362337	0.290726	4.926468
0.076	0.377682	0.285611	4.9367
0.077	0.362337	0.275381	4.931584
0.078	0.367452	0.280496	4.931584
0.079	0.372567	0.280496	4.931584
0.08	0.372567	0.275381	4.931584
0.081	0.357221	0.270266	4.9367
0.082	0.382797	0.280496	4.926468
0.083	0.357221	0.280496	4.926468
0.084	0.387912	0.285611	4.931584
0.085	0.352106	0.280496	4.9367
0.086	0.393027	0.280496	4.946932
0.087	0.362337	0.280496	4.941816
0.088	0.367452	0.290726	4.9367
0.089	0.362337	0.280496	4.931584
0.09	0.372567	0.280496	4.941816
0.091	0.352106	0.280496	-0.031063
0.092	0.387912	0.275381	-0.025947
0.093	0.357221	0.275381	-0.031063
0.094	0.372567	0.275381	-0.020831
0.095	0.367452	0.280496	-0.020831
0.096	0.372567	0.280496	-0.020831
0.097	0.382797	0.285611	-0.020831
0.098	0.393027	0.280496	-0.031063
0.099	0.362337	0.285611	-0.025947
0.1	0.372567	0.280496	-0.031063
0.101	0.377682	0.280496	-0.031063
0.102	0.362337	0.280496	-0.025947
0.103	0.393027	0.280496	-0.025947
0.104	0.367452	0.285611	-0.020831
0.105	0.372567	0.290726	-0.025947
0.106	0.372567	0.275381	-0.025947
0.107	0.372567	0.285611	-0.020831
0.108	0.367452	0.270266	-0.020831
0.109	0.372567	0.285611	-0.025947
0.11	0.393027	0.285611	-0.025947
0.111	0.382797	0.280496	-0.020831
0.112	0.377682	0.275381	-0.025947
0.113	0.372567	0.275381	-0.020831
0.114	0.377682	0.280496	-0.025947
0.115	0.362337	0.285611	-0.025947
0.116	0.382797	0.280496	-0.015715
0.117	0.372567	0.270266	-0.025947
0.118	0.382797	0.290726	-0.031063
0.119	0.377682	0.275381	-0.020831
0.12	0.372567	0.275381	-0.025947
0.121	0.398142	0.280496	-0.025947
0.122	0.382797	0.280496	-0.015715
0.123	0.377682	0.280496	-0.020831
0.124	0.377682	0.275381	-0.031063
0.125	0.393027	0.280496	-0.031063
0.126	0.387912	0.285611	-0.025947
0.127	0.377682	0.280496	-0.025947
0.128	0.372567	0.270266	-0.020831
0.129	0.387912	0.275381	-0.025947
0.13	0.382797	0.285611	-0.020831
0.131	0.382797	0.280496	-0.025947
0.132	0.362337	0.285611	-0.025947
0.133	0.372567	0.280496	-0.025947
0.134	0.377682	0.275381	-0.025947
0.135	0.382797	0.280496	-0.020831
0.136	0.398142	0.270266	-0.010599
0.137	0.372567	0.280496	-0.025947
0.138	0.398142	0.275381	-0.031063
0.139	0.372567	0.280496	-0.025947
0.14	0.382797	0.290726	-0.025947
0.141	0.382797	0.280496	-0.025947
0.142	0.387912	0.280496	-0.020831
0.143	0.377682	0.285611	-0.025947
0.144	0.382797	0.275381	-0.031063
0.145	0.372567	0.275381	-0.025947
0.146	0.387912	0.285611	-0.025947
0.147	0.372567	0.285611	-0.020831
0.148	0.393027	0.275381	-0.025947
0.149	0.377682	0.290726	-0.031063
0.15	0.377682	0.285611	-0.025947
0.151	0.387912	0.280496	-0.020831
0.152	0.403257	0.280496	-0.025947
0.153	0.382797	0.280496	-0.015715
0.154	0.387912	0.270266	-0.020831
0.155	0.377682	0.275381	-0.025947
0.156	0.403257	0.275381	-0.025947
0.157	0.387912	0.280496	-0.031063
0.158	0.403257	0.285611	-0.031063
0.159	0.382797	0.285611	-0.025947
0.16	0.403257	0.285611	-0.031063
0.161	0.377682	0.285611	-0.020831
0.162	0.387912	0.280496	-0.025947
0.163	0.377682	0.280496	-0.025947
0.164	0.403257	0.280496	-0.025947
0.165	0.362337	0.280496	-0.025947
0.166	0.408372	0.285611	-0.025947
0.167	0.382797	0.280496	-0.025947
0.168	0.372567	0.285611	-0.025947
0.169	0.398142	0.280496	-0.020831
0.17	0.398142	0.280496	-0.025947
0.171	0.382797	0.280496	-0.025947
0.172	0.387912	0.285611	-0.031063
0.173	0.387912	0.275381	-0.020831
0.174	0.387912	0.285611	-0.031063
0.175	0.387912	0.290726	-0.025947
0.176	0.387912	0.280496	-0.020831
0.177	0.393027	0.280496	-0.020831
0.178	0.382797	0.280496	-0.015715
0.179	0.398142	0.280496	-0.020831
0.18	0.382797	0.285611	-0.031063
0.181	0.393027	0.280496	-0.031063
0.182	0.377682	0.280496	-0.025947
0.183	0.393027	0.285611	-0.025947
0.184	0.403257	0.285611	-0.025947
0.185	0.393027	0.280496	-0.025947
0.186	0.377682	0.280496	-0.015715
0.187	0.403257	0.280496	-0.031063
0.188	0.413487	0.285611	-0.025947
0.189	0.403257	0.285611	-0.015715
0.19	0.387912	0.280496	-0.020831
0.191	0.408372	0.275381	-0.020831
0.192	0.408372	0.280496	-0.020831
0.193	0.408372	0.275381	-0.020831
0.194	0.418602	0.280496	-0.025947
0.195	0.408372	0.280496	-0.025947
0.196	0.408372	0.275381	-0.015715
0.197	0.413487	0.280496	-0.025947
0.198	0.398142	0.280496	-0.025947
0.199	0.408372	0.275381	-0.020831
0.2	0.413487	0.285611	-0.015715
0.201	0.413487	0.280496	-0.020831
