1	662	667	151	467
2	353	425	281	541
3	135	349	88	523
4	163	308	15	325
5	171	351	172	348
6	170	372	198	338
7	167	400	149	306
8	185	319	174	384
9	188	329	207	341
10	198	355	229	570
11	230	350	213	498
12	200	290	199	481
13	250	280	311	436
14	210	370	248	388
15	260	320	236	412
16	250	310	295	444
17	230	290	237	530
18	400	440	216	461
19	230	340	198	410
20	350	410	321	593
21	350	430	244	584
22	240	330	286	462
23	390	440	305	548
24	420	480	253	565
25	400	470	236	482
26	370	450	286	559
27	350	430	198	516
28	320	440	214	498
29	330	440	233	478
30	240	360	214	496
31	370	460	218	508
32	370	440	237	490
33	320	440	246	481
34	370	440	238	497
35	320	440	322	504
36	430	500	288	544
37	410	480	327	455
38	390	480	336	468
39	360	440	362	556
40	330	410	311	469
41	420	530	324	506
42	390	480	314	496
43	350	440	303	536
44	380	460	288	475
45	410	470	298	482
46	370	460	266	492
47	330	430	301	508
48	390	470	236	548
49	350	450	247	518
50	370	480	288	496
51	460	530	272	531
52	370	460	283	526
53	350	440	323	559
54	130	150	287	566
55	430	520	322	504
56	410	490	349	588
57	430	510	271	567
58	330	420	336	498
59	420	510	272	506
60	410	510	363	609
61	420	520	402	532
62	390	460	287	471
63	360	470	388	534
64	390	480	314	504
65	380	490	301	539
66	390	490	340	523
67	390	490	293	591
68	390	490	190	547
69	360	460	301	512
70	410	490	342	528
71	390	530	392	567
72	420	510	330	543
73	400	500	377	556
74	420	510	213	494
75	380	480	326	528
76	420	520	299	522
77	410	500	326	511
78	410	500	354	531
79	440	550	440	576
80	440	550	320	498
81	470	530	318	551
82	420	520	344	461
83	380	490	321	501
84	430	500	256	489
85	450	520	255	550
86	480	570	387	527
87	460	520	322	501
88	450	520	377	530
89	410	520	451	579
90	430	500	462	553
