0	1.203559491	1.072722026	1.162222926	1.372722026	5.049255	1.092697143
0.001	1.272722026	1.03826413	1.126251772	1.372722026	5.064603	1.092539034
0.002	1.272722026	1.106935343	1.268605936	1.33826413	5.064603	1.092400486
0.003	1.272722026	1.03826413	1.233401285	1.406935343	5.064603	1.092281402
0.004	1.272722026	1.072722026	1.303559491	1.406935343	5.059487	1.092181693
0.005	1.203559491	1.03826413	1.372722026	1.406935343	5.059487	1.092101266
0.006	1.23826413	1.03826413	1.162222926	1.372722026	5.069719	1.092040037
0.007	1.203559491	1.072722026	1.162222926	1.372722026	5.059487	1.091997919
0.008	1.203559491	1.03826413	1.233401285	1.406935343	5.059487	1.091974832
0.009	1.23826413	1.03826413	1.126251772	1.372722026	5.059487	1.091970695
0.01	1.272722026	1.03826413	1.19794335	1.372722026	5.059487	1.091985431
0.011	1.23826413	1.072722026	1.233401285	1.372722026	5.054371	1.092018965
0.012	1.203559491	1.072722026	1.233401285	1.372722026	5.054371	1.092071226
0.013	1.272722026	1.072722026	1.19794335	1.33826413	5.054371	1.092142143
0.014	1.23826413	1.003559491	1.19794335	1.372722026	5.064603	1.09223165
0.015	1.23826413	1.072722026	1.303559491	1.372722026	5.059487	1.09233968
0.016	1.272722026	1.072722026	1.233401285	1.406935343	5.059487	1.092466172
0.017	1.272722026	1.072722026	1.233401285	1.33826413	5.059487	1.092611065
0.018	1.23826413	1.072722026	1.19794335	1.372722026	5.059487	1.092774302
0.019	1.23826413	1.106935343	1.233401285	1.33826413	5.064603	1.092955828
0.02	1.23826413	1.072722026	1.19794335	1.406935343	5.064603	1.093155589
0.021	1.203559491	1.072722026	1.233401285	1.406935343	5.059487	1.093373535
0.022	1.23826413	1.072722026	1.233401285	1.372722026	5.054371	1.093609617
0.023	1.272722026	1.072722026	1.233401285	1.33826413	5.059487	1.093863791
0.024	1.23826413	1.03826413	1.19794335	1.372722026	5.059487	1.094136012
0.025	1.23826413	1.072722026	1.162222926	1.372722026	5.059487	1.094426239
0.026	1.23826413	1.072722026	1.162222926	1.406935343	5.064603	1.094734434
0.027	1.23826413	1.072722026	1.19794335	1.372722026	5.054371	1.09506056
0.028	1.272722026	1.03826413	1.233401285	1.372722026	5.059487	1.095404584
0.029	1.23826413	1.072722026	1.126251772	1.372722026	5.054371	1.095766472
0.03	1.272722026	1.03826413	1.19794335	1.440906235	5.054371	1.096146197
0.031	1.23826413	1.072722026	1.19794335	1.372722026	5.059487	1.09654373
0.032	1.272722026	1.072722026	1.162222926	1.406935343	5.059487	1.096959047
0.033	1.272722026	1.072722026	1.19794335	1.406935343	5.059487	1.097392125
